class,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21,m22
10.00,21906.40,1.00,1.00,3.00,92.10,22.84,7.00,1.55,132.66,1203.73,5478.88,97.41,113.55,0.00,44.22,0.95,41.00,1.00,0.00,0.00,0.00,1.02
10.00,21906.40,1.00,7.00,15.00,113.43,93.10,89.65,0.51,548.20,1412.60,5487.24,110.70,173.25,5.00,36.54,0.85,161.00,0.66,0.00,85.36,63.43,1.05
10.00,21906.40,1.00,2.00,5.00,50.69,31.86,33.60,1.66,147.56,1211.22,5479.18,60.14,85.02,1.00,29.51,0.86,38.00,0.50,0.00,72.48,83.62,1.05
10.00,21906.40,1.00,8.00,17.00,127.91,105.07,65.45,0.47,680.42,1479.06,5489.89,140.28,183.17,4.00,40.02,0.90,183.00,0.46,0.00,71.71,44.84,1.03
10.00,21906.40,1.00,6.00,13.00,157.87,116.77,41.00,0.53,545.48,1411.23,5487.18,139.82,162.74,4.00,41.96,0.90,154.00,0.58,0.00,95.66,66.00,1.03
10.00,21906.40,1.00,7.00,15.00,124.35,86.22,69.00,0.47,572.69,1424.91,5487.73,138.76,174.31,4.00,38.17,0.89,183.00,0.37,0.00,74.50,48.96,1.03
10.00,21906.40,1.00,5.00,11.00,139.26,61.77,60.95,0.60,427.65,1352.01,5484.81,139.46,181.08,4.00,38.87,0.88,128.00,0.80,0.00,42.60,99.79,1.05
10.00,21906.40,1.00,2.00,5.00,50.23,55.93,40.05,1.34,160.62,1217.78,5479.44,64.10,88.04,1.00,32.12,0.89,48.00,0.50,0.00,42.89,45.50,1.11
10.00,21906.40,1.00,5.00,11.00,155.48,48.94,42.65,0.65,359.16,1317.58,5483.43,115.28,173.48,4.00,32.65,0.91,115.00,0.80,0.00,56.78,70.12,1.04
10.00,21906.40,1.00,1.00,3.00,48.27,72.37,74.00,1.48,155.54,1215.23,5479.34,105.23,136.43,0.00,51.84,0.92,43.00,1.00,0.00,0.00,0.00,1.05
10.00,22967.20,1.00,1.00,3.00,44.37,55.07,19.80,2.02,99.17,1223.47,5743.41,65.91,79.76,0.00,33.05,0.94,31.00,1.00,0.00,0.00,0.00,1.03
10.00,22967.20,1.00,5.00,11.00,50.08,83.07,82.50,0.92,269.51,1309.09,5746.84,108.89,169.96,4.00,24.50,0.86,76.00,0.80,0.00,65.80,48.13,1.04
10.00,22967.20,1.00,2.00,5.00,41.42,86.07,24.05,1.27,170.75,1259.45,5744.85,81.59,137.51,1.00,34.14,0.90,52.00,0.50,0.00,92.14,119.62,1.06
10.00,22967.20,1.00,2.00,5.00,34.44,52.85,27.75,1.72,134.11,1241.03,5744.12,54.30,86.75,1.00,26.82,0.90,37.00,0.50,0.00,82.33,110.14,1.04
10.00,22967.20,1.00,11.00,23.00,160.89,97.88,49.29,0.48,609.60,1480.04,5753.68,142.80,181.96,7.00,26.50,0.91,182.00,0.76,0.00,71.53,60.18,1.03
10.00,22967.20,1.00,1.00,3.00,36.17,101.99,36.55,1.76,174.45,1261.31,5744.93,99.80,155.04,0.00,58.15,0.88,36.00,1.00,0.00,0.00,0.00,1.03
10.00,22967.20,1.00,3.00,7.00,76.91,81.80,41.10,1.01,278.04,1313.38,5747.01,107.79,160.91,2.00,39.72,0.90,68.00,0.67,0.00,62.41,47.78,1.04
10.00,22967.20,1.00,2.00,5.00,75.64,96.17,37.80,0.88,218.87,1283.64,5745.82,88.63,114.77,1.00,43.77,0.88,80.00,0.50,0.00,43.65,123.18,1.06
10.00,22967.20,1.00,5.00,11.00,128.50,94.02,57.10,0.77,341.29,1345.17,5748.28,124.56,159.47,4.00,31.02,0.91,95.00,0.80,0.00,50.39,71.64,1.03
10.00,22967.20,1.00,4.00,9.00,70.30,74.02,23.10,0.81,285.33,1317.04,5747.16,96.49,129.77,3.00,31.70,0.89,89.00,0.75,0.00,62.44,47.00,1.05
10.00,12652.30,1.00,6.00,13.00,145.81,51.09,53.30,0.59,434.48,1005.63,3171.49,89.34,138.33,3.00,33.42,0.90,110.00,0.25,0.00,75.62,70.83,1.03
10.00,12652.30,1.00,5.00,11.00,66.98,40.65,59.30,0.67,357.29,966.83,3169.93,79.30,122.67,3.00,32.48,0.81,92.00,0.47,0.00,66.13,57.89,1.09
10.00,12652.30,1.00,9.00,19.00,136.43,124.74,65.35,0.45,670.27,1124.15,3176.23,115.74,148.14,5.00,35.27,0.86,162.00,0.41,0.00,64.49,77.46,1.05
10.00,12652.30,1.00,4.00,9.00,83.90,66.58,27.75,0.84,229.32,902.51,3167.36,108.06,128.36,3.00,25.47,0.94,69.00,0.75,0.00,49.54,41.40,1.02
10.00,12652.30,1.00,1.00,3.00,8.67,26.97,15.75,4.46,52.40,813.58,3163.80,25.19,36.49,0.00,17.46,0.87,11.00,1.00,0.00,0.00,0.00,1.25
10.00,12652.30,1.00,1.00,3.00,22.45,31.50,22.95,3.79,52.16,813.46,3163.80,33.87,36.25,0.00,17.38,0.98,13.00,1.00,0.00,0.00,0.00,1.02
10.00,12269.60,1.00,5.00,11.00,144.10,89.33,49.70,0.53,431.19,987.95,3075.76,113.51,155.36,3.00,39.19,0.88,125.00,0.47,0.00,73.87,55.86,1.04
10.00,12269.60,1.00,3.00,7.00,60.47,28.78,14.35,1.58,116.93,829.98,3069.44,62.87,73.59,2.00,16.70,0.97,33.00,0.67,0.00,75.11,64.43,1.02
10.00,12269.60,1.00,3.00,7.00,23.27,70.09,41.78,0.91,215.70,879.62,3071.42,74.22,94.65,2.00,30.81,0.86,62.00,0.67,0.00,63.95,58.04,1.06
10.00,12269.60,1.00,1.00,3.00,21.53,71.27,14.50,2.11,89.64,816.26,3068.89,66.84,73.90,0.00,29.88,0.97,24.00,1.00,0.00,0.00,0.00,1.01
10.00,12269.60,1.00,2.00,5.00,43.11,53.71,15.35,1.89,103.75,823.35,3069.17,62.75,73.80,1.00,20.75,0.92,27.00,0.50,0.00,63.12,33.71,1.04
10.00,12269.60,1.00,1.00,3.00,49.85,26.70,33.87,3.28,83.55,813.20,3068.77,63.14,67.80,0.00,27.85,0.98,15.00,1.00,0.00,0.00,0.00,1.02
10.00,12269.60,1.00,2.00,5.00,75.66,40.85,63.82,1.03,181.35,862.36,3070.73,101.44,155.55,1.00,36.26,0.86,54.00,0.50,0.00,49.23,34.75,1.07
10.00,10940.20,1.00,7.00,15.00,153.12,101.37,52.15,0.40,575.16,1003.26,2746.30,127.50,185.69,3.00,38.34,0.87,188.00,0.31,0.00,55.08,66.96,1.05
10.00,10940.20,1.00,1.00,3.00,134.40,46.51,29.75,0.99,181.64,805.46,2738.39,143.39,166.49,0.00,60.54,0.95,54.00,1.00,0.00,0.00,0.00,1.03
10.00,10940.20,1.00,8.00,17.00,157.94,79.33,78.65,0.35,765.40,1098.88,2750.13,137.01,162.91,4.00,45.02,0.88,238.00,0.63,0.00,52.71,63.30,1.03
10.00,10940.20,1.00,2.00,5.00,49.46,46.04,59.04,0.90,191.06,810.19,2738.58,86.44,168.77,1.00,38.20,0.90,61.00,0.50,0.00,78.30,21.52,1.07
10.00,10940.20,1.00,4.00,9.00,143.54,82.15,85.59,0.48,475.17,953.00,2744.29,158.41,203.75,3.00,52.79,0.83,139.00,0.75,0.00,85.46,76.81,1.02
10.00,10940.20,1.00,4.00,9.00,153.55,76.14,57.69,0.44,547.65,989.43,2745.75,162.59,296.66,2.00,60.84,0.83,161.00,0.25,0.00,51.61,54.39,1.05
10.00,7844.99,1.00,11.00,23.00,90.76,58.43,56.25,0.34,670.55,908.48,1974.46,111.33,164.77,6.00,29.15,0.86,221.00,0.52,0.00,71.70,87.84,1.05
10.00,7844.99,1.00,3.00,7.00,104.84,46.57,47.90,0.56,288.71,716.54,1966.78,118.58,151.32,2.00,41.24,0.84,100.00,0.67,0.00,54.55,57.51,1.05
10.00,7844.99,1.00,2.00,5.00,14.70,87.05,23.50,0.84,146.37,645.00,1963.92,93.60,126.67,1.00,29.27,0.87,59.00,0.50,0.00,119.67,59.49,1.06
10.00,7844.99,1.00,3.00,7.00,42.84,170.63,69.64,0.47,341.19,742.93,1967.84,102.94,139.95,2.00,48.74,0.87,128.00,0.67,0.00,100.02,94.66,1.05
10.00,7844.99,1.00,2.00,5.00,85.92,34.81,55.10,0.92,167.55,655.64,1964.34,106.74,136.90,1.00,33.51,0.91,53.00,0.50,0.00,28.33,32.53,1.03
10.00,7844.99,1.00,13.00,27.00,102.02,97.04,53.10,0.29,731.31,939.02,1975.68,111.41,146.53,8.00,27.08,0.87,310.00,0.58,0.00,75.47,52.93,1.05
10.00,17458.50,1.00,8.00,17.00,121.03,113.59,76.30,0.43,545.20,1250.79,4375.23,133.88,172.14,4.00,32.06,0.83,195.00,0.46,0.00,77.96,79.64,1.05
10.00,17458.50,1.00,4.00,9.00,124.31,82.45,52.65,0.64,336.36,1145.82,4371.03,128.64,154.15,3.00,37.37,0.88,110.00,0.75,0.00,67.39,78.03,1.04
10.00,17458.50,1.00,9.00,19.00,158.59,117.30,73.45,0.35,768.62,1363.10,4379.72,121.42,155.70,4.00,40.45,0.89,277.00,0.28,0.00,68.45,84.18,1.03
10.00,17458.50,1.00,4.00,9.00,98.45,77.83,58.05,0.57,365.77,1160.60,4371.62,104.15,155.18,3.00,40.64,0.82,127.00,0.75,0.00,106.79,66.83,1.07
10.00,17458.50,1.00,4.00,9.00,81.22,130.83,46.50,0.57,345.78,1150.55,4371.22,102.78,130.32,3.00,38.41,0.88,130.00,0.75,0.00,73.59,122.46,1.04
10.00,7854.25,1.00,3.00,7.00,16.93,107.36,55.91,0.73,252.24,698.67,1968.36,119.55,171.26,2.00,36.03,0.77,70.00,0.67,0.00,100.42,77.93,1.07
10.00,7854.25,1.00,6.00,13.00,89.60,119.44,21.70,0.46,424.90,785.46,1971.83,153.02,187.69,3.00,32.68,0.89,136.00,0.50,0.00,66.73,49.45,1.04
10.00,7854.25,1.00,9.00,19.00,122.45,135.27,65.55,0.31,809.14,978.59,1979.56,159.84,187.68,5.00,42.58,0.86,268.00,0.55,0.00,56.53,56.97,1.04
10.00,7854.25,1.00,5.00,11.00,186.93,140.57,57.40,0.42,532.31,839.45,1973.99,126.55,167.51,3.00,48.39,0.90,156.00,0.47,0.00,79.31,90.77,1.04
10.00,7854.25,1.00,4.00,9.00,132.42,84.62,40.54,0.45,422.87,784.43,1971.79,144.51,187.08,3.00,46.98,0.90,138.00,0.75,0.00,58.21,31.93,1.03
10.00,7854.25,1.00,3.00,7.00,146.32,84.67,25.61,0.59,300.66,723.00,1969.33,112.37,159.49,2.00,42.94,0.89,93.00,0.67,0.00,61.78,121.67,1.04
10.00,7828.02,1.00,9.00,19.00,83.69,149.64,55.65,0.38,565.68,854.94,1968.11,97.40,146.33,4.00,29.77,0.90,184.00,0.50,0.00,71.02,74.03,1.03
10.00,7828.02,1.00,12.00,25.00,102.54,143.23,55.70,0.29,867.09,1006.44,1974.17,158.23,190.51,6.00,34.68,0.91,304.00,0.39,0.00,84.68,71.40,1.03
10.00,7828.02,1.00,9.00,19.00,92.27,172.65,47.25,0.33,750.38,947.78,1971.82,156.96,202.82,5.00,39.49,0.87,236.00,0.46,0.00,79.20,73.19,1.04
10.00,7828.02,1.00,3.00,7.00,44.79,84.86,54.15,0.57,278.19,710.43,1962.33,99.93,125.65,2.00,39.73,0.91,98.00,0.67,0.00,63.88,33.89,1.04
10.00,7828.02,1.00,1.00,3.00,82.00,64.78,35.40,1.16,157.45,649.74,1959.90,103.13,143.89,0.00,52.48,0.91,40.00,1.00,0.00,0.00,0.00,1.06
10.00,7828.02,1.00,2.00,5.00,35.41,132.60,50.38,0.61,222.92,682.65,1961.22,145.22,201.39,1.00,44.58,0.87,89.00,0.50,0.00,110.56,75.18,1.04
10.00,7476.48,1.00,7.00,15.00,64.94,79.70,31.55,0.44,377.13,742.85,1876.43,82.05,99.35,5.00,25.14,0.89,143.00,0.66,0.00,79.66,60.97,1.05
10.00,7476.48,1.00,4.00,9.00,54.84,38.28,24.29,0.85,168.27,637.87,1872.24,63.38,70.54,2.00,18.69,0.94,57.00,0.25,0.00,64.75,74.62,1.02
10.00,7476.48,1.00,6.00,13.00,87.39,52.74,72.45,0.52,377.12,742.84,1876.43,79.56,103.61,5.00,29.00,0.87,111.00,0.83,0.00,87.38,92.34,1.06
10.00,7476.48,1.00,4.00,9.00,93.42,42.46,86.20,0.56,317.02,712.63,1875.23,97.34,120.65,2.00,35.22,0.84,98.00,0.25,0.00,78.28,75.64,1.06
10.00,7476.48,1.00,4.00,9.00,92.44,55.05,38.79,0.61,243.44,675.65,1873.75,92.21,115.48,3.00,27.04,0.91,88.00,0.75,0.00,76.62,84.58,1.03
10.00,7476.48,1.00,4.00,9.00,70.64,42.86,63.55,0.63,221.86,664.80,1873.31,62.77,81.58,2.00,24.65,0.93,84.00,0.25,0.00,94.78,80.47,1.03
10.00,7476.48,1.00,1.00,3.00,25.09,63.44,29.19,1.04,111.14,609.14,1871.09,62.79,97.79,0.00,37.04,0.88,45.00,1.00,0.00,0.00,0.00,1.05
10.00,6487.46,1.00,7.00,15.00,110.46,94.01,76.39,0.34,596.44,802.85,1633.60,124.36,158.09,4.00,39.76,0.86,211.00,0.60,0.00,63.99,75.90,1.06
10.00,6487.46,1.00,2.00,5.00,72.87,142.96,46.80,0.57,248.27,627.84,1626.60,160.08,210.40,1.00,49.65,0.92,93.00,0.50,0.00,102.64,109.90,1.03
10.00,6487.46,1.00,4.00,9.00,46.82,64.90,58.80,0.71,256.11,631.78,1626.76,76.81,107.59,2.00,28.45,0.92,69.00,0.25,0.00,51.07,60.44,1.04
10.00,6487.46,1.00,1.00,3.00,14.81,25.74,13.09,2.38,52.63,529.50,1622.67,26.48,39.90,0.00,17.54,0.89,17.00,1.00,0.00,0.00,0.00,1.20
10.00,6487.46,1.00,3.00,7.00,59.04,58.48,81.90,0.69,229.22,618.26,1626.22,95.88,119.70,2.00,32.74,0.91,71.00,0.67,0.00,51.98,65.30,1.04
10.00,6487.46,1.00,2.00,5.00,50.25,72.59,37.59,0.75,178.59,592.82,1625.20,75.04,101.03,1.00,35.71,0.91,64.00,0.50,0.00,85.11,70.37,1.02
10.00,6487.46,1.00,2.00,5.00,98.45,50.46,72.15,0.63,250.00,628.71,1626.64,85.61,148.12,1.00,49.99,0.84,80.00,0.50,0.00,22.48,100.03,1.06
10.00,6487.46,1.00,1.00,3.00,88.36,38.69,82.00,0.91,202.71,604.94,1625.68,107.99,189.98,0.00,67.56,0.86,50.00,1.00,0.00,0.00,0.00,1.04
10.00,12842.20,1.00,5.00,11.00,118.58,98.06,32.34,0.49,389.52,990.93,3218.07,127.84,170.19,3.00,35.41,0.91,142.00,0.47,0.00,92.97,87.23,1.05
10.00,12842.20,1.00,4.00,9.00,130.82,81.77,27.39,0.45,466.01,1029.38,3219.60,145.81,166.90,3.00,51.77,0.87,165.00,0.75,0.00,53.50,47.40,1.04
10.00,12842.20,1.00,3.00,7.00,160.64,70.02,50.54,0.56,337.48,964.77,3217.02,101.41,142.20,2.00,48.21,0.86,118.00,0.67,0.00,47.75,95.36,1.05
10.00,12842.20,1.00,6.00,13.00,130.94,71.20,64.15,0.43,547.78,1070.48,3221.25,94.68,168.88,4.00,42.13,0.87,176.00,0.58,0.00,76.30,80.94,1.03
10.00,12842.20,1.00,2.00,5.00,54.05,35.33,39.79,1.69,136.31,863.66,3212.97,67.28,82.00,1.00,27.26,0.92,31.00,0.50,0.00,57.46,114.06,1.02
10.00,12842.20,1.00,13.00,27.00,106.16,84.65,40.05,0.31,802.90,1198.72,3226.38,123.56,194.30,7.00,29.73,0.90,314.00,0.49,0.00,61.82,65.84,1.03
10.00,22029.50,1.00,6.00,13.00,77.84,136.15,102.20,0.53,556.55,1421.07,5518.19,140.74,209.26,4.00,42.81,0.84,153.00,0.58,0.00,78.53,55.17,1.05
10.00,22029.50,1.00,2.00,5.00,77.84,149.15,55.95,0.87,282.97,1283.55,5512.69,132.74,180.94,1.00,56.59,0.90,80.00,0.50,0.00,93.09,102.68,1.04
10.00,22029.50,1.00,7.00,15.00,118.08,85.34,35.55,0.47,600.97,1443.40,5519.08,109.08,157.93,5.00,40.06,0.88,184.00,0.62,0.00,57.97,67.38,1.04
10.00,22029.50,1.00,2.00,5.00,42.87,43.10,36.15,1.35,155.75,1219.61,5510.13,65.74,94.47,1.00,31.15,0.87,48.00,0.50,0.00,95.51,80.74,1.06
10.00,22029.50,1.00,4.00,9.00,109.18,115.25,83.35,0.56,495.69,1390.48,5516.96,149.22,175.38,3.00,55.07,0.87,142.00,0.75,0.00,50.74,45.98,1.05
10.00,22029.50,1.00,2.00,5.00,89.93,37.96,28.50,1.11,172.65,1228.10,5510.47,98.24,119.67,1.00,34.53,0.93,60.00,0.50,0.00,70.94,45.01,1.02
10.00,22029.50,1.00,5.00,11.00,111.17,68.55,58.45,0.66,341.91,1313.18,5513.87,117.20,149.54,3.00,31.08,0.86,114.00,0.40,0.00,71.56,80.00,1.04
10.00,10918.20,1.00,6.00,13.00,165.78,89.61,61.80,0.46,538.04,983.64,2740.06,125.85,155.13,4.00,41.38,0.91,149.00,0.58,0.00,69.07,64.69,1.05
10.00,10918.20,1.00,4.00,9.00,114.38,57.37,40.70,0.63,334.97,881.56,2735.98,106.88,138.20,3.00,37.21,0.88,95.00,0.75,0.00,82.70,77.69,1.04
10.00,10918.20,1.00,4.00,9.00,32.06,82.97,68.50,0.95,234.96,831.29,2733.97,113.09,151.05,3.00,26.10,0.92,57.00,0.75,0.00,46.16,49.01,1.03
10.00,10918.20,1.00,3.00,7.00,59.99,68.88,50.75,1.04,231.92,829.77,2733.91,104.02,124.87,2.00,33.13,0.92,51.00,0.67,0.00,49.10,47.87,1.03
10.00,10918.20,1.00,3.00,7.00,38.87,45.16,55.40,1.21,170.39,798.84,2732.67,75.35,106.84,2.00,24.34,0.88,43.00,0.67,0.00,53.75,118.43,1.04
10.00,10918.20,1.00,5.00,11.00,116.78,70.07,73.55,0.49,442.31,935.52,2738.14,133.88,171.26,4.00,40.20,0.87,136.00,0.80,0.00,62.69,44.54,1.04
10.00,11327.40,1.00,1.00,3.00,41.62,38.24,38.45,1.58,96.56,779.53,2833.49,65.41,81.23,0.00,32.18,0.94,32.00,1.00,0.00,0.00,0.00,1.03
