class,name,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21
10,37-9b5AKE.CNG.swc_1-CNG,10479.2,1,3,7,64.68,142.25,46.05,0.972589,344.654,1695.33,2902.08,152.544,210.238,2,0.873725,585,0.666667,4.475,74.8691,58.8996,1.04907
10,37-9b5AKE.CNG.swc_2-CNG,10479.2,1,2,5,15.94,39.8307,35.73,1.88476,82.6827,1007.53,2734.84,49.8891,60.402,1,0.93958,85,0.5,1.72,72.404,61.8793,1.03525
10,37-9b5AKE.CNG.swc_3-CNG,10479.2,1,9,19,131.77,238.31,116.73,1.14402,1035.92,4447.74,3931.18,182.65,231.938,5,0.857373,1639,0.529101,15.14,79.4672,79.6452,1.04606
10,37-9b5AKE.CNG.swc_4-CNG,10479.2,1,1,3,119.86,74.69,49.06,1.0586,210.794,1340.54,2834.02,145.666,195.853,0,0.914584,340,1,0,0,0,1.06505
10,38-5a3AKE.CNG.swc_1-CNG,9828.54,1,2,5,63.29,79.5,54.22,1.72012,203.729,1559.14,2821.04,95.5645,129.602,1,0.862777,143,0.5,1.595,111.141,97.8109,1.07501
10,38-5a3AKE.CNG.swc_2-CNG,9828.54,1,4,9,101.48,217.23,99.23,1.31053,507.308,2534.28,3213.73,201.135,267.079,3,0.870523,371,0.75,6.085,114.333,96.5706,1.05442
10,38-5a3AKE.CNG.swc_3-CNG,9828.54,1,4,9,96.06,193.28,46.51,1.06968,525.356,2258.66,2933.09,204.546,255.863,2,0.860291,447,0.25,2.145,96.5696,51.2133,1.04
10,38-5a3AKE.CNG.swc_4-CNG,9828.54,1,2,5,61.39,153.173,18.78,1.32965,248.868,1458.75,2699.74,147.141,198.78,1,0.865741,182,0.5,4.02,160.968,92.6786,1.06013
10,38-5a4AKE.CNG.swc_1-CNG,7130.51,1,2,5,55.78,80.56,26.91,1.53668,159.771,1098.66,1997.97,99.1786,108.327,1,0.950844,128,0.5,0.865,53.9251,53.8743,1.02053
10,38-5a4AKE.CNG.swc_2-CNG,7130.51,1,3,7,116.89,169.03,47.35,1.47453,461.948,2478.31,2538.68,162.399,210.699,2,0.920131,396,0.666667,2.735,92.6652,62.7138,1.0302
10,38-5a4AKE.CNG.swc_3-CNG,7130.51,1,1,3,132.15,22.28,29.82,1.32017,195.524,1164,1973.86,133.717,182.382,0,0.911055,154,1,0,0,0,1.05481
10,38-5a5AKE.CNG.swc_1-CNG,4157.13,1,4,9,43.24,74.67,39.32,1.09094,200.051,943.135,1197.68,96.7964,123.831,3,0.897676,177,0.75,5.19,104.018,80.1551,1.03843
10,38-5a5AKE.CNG.swc_2-CNG,4157.13,1,4,9,112.47,89.27,94.07,1.03295,340.066,1330,1317.36,138.756,173.476,2,0.901837,294,0.25,1.975,92.6391,76.5062,1.03373
10,38-5a5AKE.CNG.swc_3-CNG,4157.13,1,4,9,127.35,91.14,48.17,0.96034,350.298,1279.53,1270.08,133.3,193.893,2,0.890855,311,0.25,3.31,95.2411,57.6806,1.03419
10,38-5a5AKE.CNG.swc_4-CNG,4157.13,1,1,3,16.33,30.7093,30.68,1.69191,66.6673,546.711,1083.89,39.79,55.6887,0,0.896882,45,1,0,0,0,1.07704
10,38-5b2AKE.CNG.swc_1-CNG,7013.82,1,7,15,141.89,100.29,50.54,1.32209,746.454,3698.43,3082.15,159.88,213.653,4,0.853249,1018,0.371429,5.805,84.0041,64.6318,1.04665
10,38-5b2AKE.CNG.swc_2-CNG,7013.82,1,3,7,89.19,50.65,21.56,1.02717,204.862,1118.75,1929.62,71.0953,102.606,2,0.896292,286,0.666667,1.23,71.5761,102.453,1.04907
10,38-5s1LNS.CNG.swc_1-CNG,14503.7,1,4,9,87.09,83.21,76.89,1.47948,401.393,2755.95,4557.84,120.099,153.881,2,0.899947,706,0.25,3.75,79.9418,59.592,1.03975
10,38-5s1LNS.CNG.swc_2-CNG,14503.7,1,1,3,7.6,83.1456,15.27,2.15467,113.405,1439.59,3952.23,76.1779,96.7535,0,0.928705,170,1,0,0,0,1.06958
10,38-5s1LNS.CNG.swc_3-CNG,14503.7,1,4,9,75.54,106.526,29.07,1.06928,393.524,2132.84,4058.82,118.905,146.747,3,0.880763,817,0.75,2.845,80.6259,43.4972,1.04576
10,38-5s1LNS.CNG.swc_4-CNG,14503.7,1,3,7,96.53,97.13,28.86,0.7348,329.853,1560.14,3775.25,107.667,143.584,2,0.882906,682,0.666667,2.38,70.529,53.6586,1.06189
10,39-7a1AKE.CNG.swc_1-CNG,5335.56,1,3,7,157.07,224.89,37.98,1.19609,457.093,2120.15,1890.25,146.001,189.125,2,0.883609,743,0.666667,3.38,73.8951,106.962,1.05058
10,39-7a1AKE.CNG.swc_2-CNG,5335.56,1,1,3,51.45,28.2555,17.74,1.47217,80.9849,721.361,1432.81,58.4716,69.0539,0,0.948794,89,1,0,0,0,1.03745
10,39-7a1AKE.CNG.swc_3-CNG,5335.56,1,6,13,126.37,199.39,45.29,1.1877,784.963,3299,2282.33,218.754,262.58,4,0.894537,1177,0.583333,9.06,79.5509,66.9358,1.03513
10,39-7a1AKE.CNG.swc_4-CNG,5335.56,1,5,11,121.72,81.33,45.45,1.39444,458.909,2325.86,2066.78,140.779,189.368,3,0.885926,647,0.466667,4.57,100.129,75.8671,1.03835
10,39-7a2AKE.CNG.swc_1-CNG,10360.7,1,1,3,35.5,91.71,47.3,1.31367,180.704,1317.88,2793.62,103.824,165.819,0,0.875376,222,1,0,0,0,1.12279
10,39-7a2AKE.CNG.swc_2-CNG,10360.7,1,5,11,111.59,96.61,60.02,1.15366,492.143,2420.58,3167.97,151.563,203.313,4,0.829835,759,0.8,3.485,76.7882,69.9672,1.0682
10,39-7a2AKE.CNG.swc_3-CNG,10360.7,1,5,11,168.83,78.59,90.45,1.30896,454.29,2481.72,3272.74,190.778,221.804,3,0.886398,637,0.466667,3.205,76.2173,79.2268,1.04203
10,39-7a2AKE.CNG.swc_4-CNG,10360.7,1,1,3,22.69,35.1324,16.8,1.73367,62.3052,863.527,2638.55,37.4504,47.4203,0,0.929918,64,1,0,0,0,1.03098
10,39-7b5AKE.CNG.swc_1-CNG,9228.2,1,6,13,122.14,207.2,70.66,1.25379,778.356,3781.39,3520.82,170.017,267.714,4,0.837545,1088,0.555556,4.295,84.7437,81.7207,1.06522
10,39-7b5AKE.CNG.swc_2-CNG,9228.2,1,7,15,143.74,118.64,73.4,1.05957,749.893,3153.72,3167.3,150.343,209.237,5,0.82776,1101,0.619048,8.83,80.5823,63.3017,1.05695
10,39-7b5AKE.CNG.swc_3-CNG,9228.2,1,2,5,126.42,136.92,28.63,1.03854,396.271,1906.47,2717.35,181.674,218.855,1,0.860691,621,0.5,1.335,62.5175,47.6859,1.07688
10,39-7b5AKE.CNG.swc_4-CNG,9228.2,1,5,11,151.67,259.65,52.09,0.978555,573.297,2391.44,2853.15,179.031,222.933,4,0.884183,952,0.8,1.145,86.5597,54.911,1.04397
10,40-9a1AKE.CNG.swc_1-CNG,5755.13,1,2,5,140.37,86.22,20.38,1.01717,262.266,1248.54,1667.5,153.025,215.696,1,0.915844,453,0.5,1.44,86.8918,135.329,1.04265
10,40-9a1AKE.CNG.swc_2-CNG,5755.13,1,6,13,105.7,244.41,67.12,1.0309,676.089,2692.34,2233.89,193.109,237.283,3,0.886558,1143,0.25,6.54,77.841,81.7491,1.04113
10,40-9a1AKE.CNG.swc_3-CNG,5755.13,1,2,5,17.84,96.21,57.73,1.16293,244.327,1265.4,1699.98,124.582,146.986,1,0.916649,341,0.5,1.09,103.17,10.5476,1.03756
10,40-9a2AKE.CNG.swc_1-CNG,6257.47,1,4,9,64.91,94.56,69.85,1.07602,231.583,1196.81,1771.42,111.218,153.231,3,0.886515,335,0.75,1.82,76.0501,80.205,1.05882
10,40-9a2AKE.CNG.swc_2-CNG,6257.47,1,3,7,27.85,43.26,57.56,1.1159,149.131,930.798,1686.61,73.8095,99.6947,2,0.88202,218,0.666667,3.77,62.7491,53.5028,1.06961
10,40-9a2AKE.CNG.swc_3-CNG,6257.47,1,5,11,129.22,100.44,120.22,1.08501,543.081,2312.08,2145.99,162.151,214.487,4,0.840914,767,0.8,4.66,87.4193,69.9639,1.05586
10,40-9a2AKE.CNG.swc_4-CNG,6257.47,1,3,7,161.88,180.4,72.79,1.19071,458.239,2278.47,2289.52,246.597,342.548,2,0.81733,646,0.666667,0.94,79.1095,57.0675,1.06315
10,40-9a3AKE.CNG.swc_1-CNG,4310.05,1,5,11,70.75,85.33,83.17,1.16713,398.737,1837.87,1618.6,101.426,143.74,4,0.909064,336,0.8,6.51,80.5847,81.2177,1.03575
10,40-9a3AKE.CNG.swc_2-CNG,4310.05,1,8,17,209.98,123.72,40.75,1.30727,821.106,3600.88,2317.85,162.564,199.333,4,0.886426,687,0.458333,7.15,97.5359,74.6583,1.03776
10,40-9a4AKE.CNG.swc_1-CNG,3280.9,1,5,11,99.96,100.44,45.9,1.18091,279.008,1229.71,1094.93,142.718,169.055,3,0.910457,270,0.466667,2.73,70.3714,68.56,1.03968
10,40-9a4AKE.CNG.swc_2-CNG,3280.9,1,4,9,145.74,31.31,62.19,1.05438,257.309,1043.88,1026.21,165.445,196.777,3,0.896064,237,0.75,1.595,84.8234,50.9553,1.03972
10,40-9a5AKE.CNG.swc_1-CNG,6281.43,1,3,7,88.51,82.199,44.07,1.19714,252.285,1274.47,1786.96,118.044,138.848,2,0.906956,219,0.666667,4.185,88.282,57.4437,1.04699
10,40-9a5AKE.CNG.swc_2-CNG,6281.43,1,2,5,68.58,75.01,30.75,1.18477,162.951,949.758,1690.97,95.3724,113.918,1,0.871398,135,0.5,0.83,107.146,127.942,1.06698
10,40-9a5AKE.CNG.swc_3-CNG,6281.43,1,4,9,92.29,142.52,41.74,1.50129,394.928,2137.87,2253.92,129.244,188.457,3,0.89206,297,0.75,3.625,83.7897,63.8058,1.04058
10,41-7b1AKE.CNG.swc_1-CNG,5569.58,1,6,13,127.77,195.69,35,1.0031,639.549,2521.7,2107,191.046,240.072,4,0.848754,977,0.555556,4.11,81.4097,77.6183,1.05584
10,41-7b1AKE.CNG.swc_2-CNG,5569.58,1,2,5,61.88,55.64,29.93,1.00883,170.806,963.04,1548.27,85.0777,106.254,1,0.91784,248,0.5,3.405,77.5211,49.2857,1.03602
10,41-8a2AKE.CNG.swc_1-CNG,6605.95,1,4,9,88.81,57.25,41.66,1.31004,263.778,1508.61,2022.41,90.3651,110.802,2,0.877626,368,0.25,2,63.1539,67.4977,1.04878
10,41-8a2AKE.CNG.swc_2-CNG,6605.95,1,2,5,91.75,41.54,37.31,1.04471,183.289,1038.54,1797.44,102.796,135.234,1,0.905061,275,0.5,2.41,67.3134,62.4618,1.04109
10,41-8a2AKE.CNG.swc_3-CNG,6605.95,1,1,3,94.1,57.97,44.31,0.936354,173.971,930.996,1754.68,116.858,161.159,0,0.908369,243,1,0,0,0,1.03306
10,41-8a2AKE.CNG.swc_4-CNG,6605.95,1,5,11,192.86,193.27,60.22,1.28776,747.346,3493,2758.01,212.992,316.123,4,0.827702,1044,0.8,6.43,80.113,77.0917,1.05668
10,41-8a2AKE.CNG.swc_5-CNG,6605.95,1,4,9,37.52,77.3,26.64,1.19307,216.592,1272.94,1934.29,86.2563,105.407,3,0.903551,337,0.75,1.665,44.075,48.9878,1.04077
10,41-8a3AKE.CNG.swc_1-CNG,7738.23,1,8,17,63.96,75.73,69.61,1.50116,328.282,1941.55,2497.16,84.9079,128.899,4,0.920424,254,0.458333,7.52,70.0266,54.6699,1.03149
10,41-8a3AKE.CNG.swc_2-CNG,7738.23,1,2,5,77.4,138.58,43.3,1.61994,304.609,1952.78,2562.08,148.79,174.456,1,0.925027,234,0.5,0.945,113.212,57.7148,1.03481
10,43-7a1AKE.CNG.swc_1-CNG,12524,1,7,15,148.9,77.11,42.04,1.1359,553.982,2765.6,3835.33,147.427,176.941,4,0.871316,929,0.571429,6.415,81.0397,76.8841,1.05104
10,43-7a1AKE.CNG.swc_2-CNG,12524,1,1,3,101.13,19.1781,34.16,1.31918,146.296,1245.02,3268.56,106.209,130.44,0,0.938078,196,1,0,0,0,1.04789
10,43-7a1AKE.CNG.swc_3-CNG,12524,1,5,11,125.2,152.94,63.63,1.19104,598.47,2991.66,3944.98,175.339,217.43,4,0.890609,884,0.8,5.495,77.5986,57.5271,1.04191
10,43-7a1AKE.CNG.swc_4-CNG,12524,1,1,3,33.1,68.4081,35.18,1.05688,113.738,1041.99,3186.61,77.1262,97.8819,0,0.928027,161,1,0,0,0,1.08182
10,43-7a1AKE.CNG.swc_5-CNG,12524,1,2,5,151.25,89.81,29.92,1.11013,308.17,1754.75,3423.26,181.842,237.188,1,0.860973,532,0.5,3.295,104.172,62.7483,1.07436
10,43-7b2AKE.CNG.swc_1-CNG,8440.98,1,4,9,142.47,85.46,65.37,1.3968,473.295,2576.6,2856.62,181.571,223.578,2,0.877368,764,0.25,9.61,79.5895,44.1383,1.05757
10,43-7b2AKE.CNG.swc_2-CNG,8440.98,1,1,3,44.27,50.7911,18.3,1.62357,103.138,995.744,2265.62,64.1131,89.2361,0,0.906155,139,1,0,0,0,1.05871
10,43-7b2AKE.CNG.swc_3-CNG,8440.98,1,2,5,85.9,76.57,26.5,1.32079,201.546,1305.69,2342.39,92.4616,113.081,1,0.915027,262,0.5,1.095,82.5561,86.2654,1.03788
10,43-7b3AKE.CNG.swc_1-CNG,5786.4,1,7,15,270.39,99.68,99.23,0.994076,711.328,2603.37,2039.37,177.663,227.754,3,0.857382,1257,0.314286,5.775,89.4311,83.1978,1.05037
10,43-7b3AKE.CNG.swc_2-CNG,5786.4,1,5,11,139.05,94.15,76.59,0.98764,462.78,1834.21,1820.67,162.575,209.718,3,0.87206,884,0.4,4.77,82.3395,64.3004,1.05973
10,43-7b3AKE.CNG.swc_3-CNG,5786.4,1,2,5,78.26,123.93,70.83,0.989018,259.854,1212.1,1668.99,143.856,205.309,1,0.914438,454,0.5,1,96.1188,124.989,1.04682
10,43-7b3AKE.CNG.swc_4-CNG,5786.4,1,5,11,150.64,169.21,43.71,1.09943,550.943,2398.65,2151.83,170.223,233.681,3,0.874346,993,0.466667,6.33,91.9181,45.6953,1.04539
10,43-7b4AKE.CNG.swc_1-CNG,7046.49,1,5,11,114.33,91.99,88.55,1.01639,428.256,1740.15,2093.18,131.783,181.011,3,0.850972,631,0.466667,9.91,90.8101,58.6844,1.06061
10,43-7b4AKE.CNG.swc_2-CNG,7046.49,1,6,13,193.41,55.98,68.4,1.20549,564.304,2561.07,2456.67,151.388,200.07,3,0.882282,835,0.25,10.225,81.6089,56.6968,1.04396
10,43-7b4AKE.CNG.swc_3-CNG,7046.49,1,3,7,85.47,16.08,27.52,1.2543,197.077,1213.5,1980.16,86.005,102.53,2,0.924228,298,0.666667,5.155,86.9243,44.5505,1.04261
10,44-10s4LNS.CNG.swc_1-CNG,9312,1,6,13,159.79,133.36,39.02,1.12198,684.839,2999.83,3112.92,186.639,220.074,4,0.898277,804,0.583333,12.6,69.7688,38.1515,1.04038
10,44-10s4LNS.CNG.swc_2-CNG,9312,1,11,23,162.93,151.26,55.67,1.06332,917.252,3774.82,3489.02,247.569,283.563,5,0.821384,958,0.295815,9.22,77.1954,43.3923,1.0587
10,44-10s4LNS.CNG.swc_3-CNG,9312,1,4,9,127.92,113.38,56.58,0.965344,407.343,1778.75,2639.75,166.584,202.395,3,0.90265,463,0.75,3.62,87.6211,33.7386,1.03983
10,44-10s4LNS.CNG.swc_4-CNG,9312,1,1,3,5.03,21.6624,30.17,3.92017,51.217,978.43,2570.25,32.9695,36.8523,0,0.96488,25,1,0,0,0,1.0531
10,44-10s5LNS.CNG.swc_1-CNG,8140.07,1,3,7,65.61,155.81,64.08,1.04433,366.775,1808.63,2447.04,166.084,260.705,2,0.834581,743,0.666667,1.52,129.982,69.8875,1.06575
10,44-10s5LNS.CNG.swc_2-CNG,8140.07,1,5,11,120.15,153.39,78.1,0.956982,720.975,2831.56,2777.49,133.996,183.529,3,0.826941,1516,0.466667,6.61,76.7763,69.5775,1.06269
10,44-10s5LNS.CNG.swc_3-CNG,8140.07,1,3,7,77.95,44.92,22.8,0.882442,187.971,1065.72,2167.41,78.8454,105.335,2,0.885242,391,0.666667,3.61,71.9953,66.8351,1.06177
10,44-10s5LNS.CNG.swc_4-CNG,8140.07,1,4,9,88.88,38.11,83.36,1.21446,358.44,1881.01,2474.19,128.9,177.189,3,0.838845,779,0.75,3.085,46.4933,55.383,1.06877
10,44-9s1LNS.CNG.swc_1-CNG,19664.7,1,7,15,153.27,166.15,64.69,1.27348,854.745,4496.7,6283.02,191.092,231.504,4,0.857276,1846,0.6,7.185,63.7892,66.5579,1.0494
10,44-9s1LNS.CNG.swc_2-CNG,19664.7,1,1,3,64.65,57.0247,13.34,1.64192,109.793,1429.21,5056.14,81.5696,91.3634,0,0.964268,93,1,0,0,0,1.01932
10,44-9s1LNS.CNG.swc_3-CNG,19664.7,1,1,3,13.89,118.765,32.44,1.67411,149.814,1602.79,5108.53,114.254,131.384,0,0.956538,131,1,0,0,0,1.02538
10,44-9s1LNS.CNG.swc_4-CNG,19664.7,1,1,3,30.42,63.5147,10.38,1.5101,101.992,1298.17,4977.67,62.2584,83.5623,0,0.893704,87,1,0,0,0,1.15992
10,44-9s1LNS.CNG.swc_5-CNG,19664.7,1,2,5,132.41,190.13,51.74,1.24599,390.046,2441.31,5386.81,193.801,237.686,1,0.915255,417,0.5,0.93,89.4202,84.0561,1.03609
10,44-9s1LNS.CNG.swc_6-CNG,19664.7,1,13,27,317.01,184.93,106.05,0.97668,1100.92,4456.34,6107.54,372.108,413.525,8,0.864901,1127,0.558974,15.07,73.4474,71.1704,1.05147
10,44-9s2LNS.CNG.swc_1-CNG,10753.2,1,9,19,188.38,195.72,72.42,1.1059,807.103,3423.04,3600.19,151.146,210.89,6,0.862454,848,0.579365,8.895,89.2204,67.7706,1.04493
10,44-9s2LNS.CNG.swc_2-CNG,10753.2,1,3,7,111.3,106.25,52.11,1.19427,366.984,1966.51,3117.18,116.743,155.043,2,0.899784,340,0.666667,3.08,88.5882,68.9301,1.04507
10,44-9s2LNS.CNG.swc_3-CNG,10753.2,1,7,15,119.23,98.56,70.74,1.25306,506.612,2565.45,3365.08,140.334,184.139,4,0.843318,534,0.571429,6.2,73.9868,63.5161,1.06163
10,44-9s2LNS.CNG.swc_4-CNG,10753.2,1,8,17,163.39,112.38,61.2,1.4064,766.43,3943.33,3983.81,146.454,190.252,5,0.84992,745,0.520833,11.145,84.1822,61.9184,1.04964
10,44-9s3LNS.CNG.swc_1-CNG,6827.55,1,7,15,130.5,113.64,45.53,1.0441,590.002,2469.82,2343.78,166.132,194.644,4,0.892619,1239,0.357143,6.345,75.529,54.6584,1.0406
10,44-9s3LNS.CNG.swc_2-CNG,6827.55,1,3,7,134.91,124.58,27.94,1.42742,431.274,2346.35,2416.61,166.504,194.194,2,0.929878,632,0.666667,2.505,87.9868,36.8319,1.02408
10,44-9s3LNS.CNG.swc_3-CNG,6827.55,1,9,19,341.63,92.72,71.06,1.61142,1743.46,9557.51,6821.59,373.277,417.756,5,0.864718,1864,0.666667,10.59,88.2405,27.0211,1.04116
10,45-6a3AKE.CNG.swc_1-CNG,7951.45,1,4,9,80.59,96.85,51.6,1.09923,333.954,1647.16,2334.93,101.856,143.895,2,0.87259,409,0.25,2.485,82.0685,89.9938,1.04904
10,45-6a3AKE.CNG.swc_2-CNG,7951.45,1,6,13,111.23,160.48,51.97,1.16383,544.558,2436.93,2668.97,125.906,168.559,4,0.890688,685,0.583333,7.68,96.5156,71.3303,1.04115
10,45-6a4AKE.CNG.swc_1-CNG,6183.76,1,3,7,52.8,102.626,32.84,1.54819,303.555,1770.83,2123.26,114.99,134.919,2,0.827667,200,0.666667,3.25,77.2234,55.7428,1.05978
10,45-6a4AKE.CNG.swc_2-CNG,6183.76,1,2,5,41.21,92.04,26.62,1.53056,191.463,1189.58,1788.35,96.6318,128.915,1,0.854382,137,0.5,1.89,77.1947,69.1844,1.07435
10,45-6a4AKE.CNG.swc_3-CNG,6183.76,1,2,5,32.12,25.5362,43.97,1.73884,94.4401,756.56,1621.93,49.6663,60.9319,1,0.935665,54,0.5,1.71,135.36,98.7074,1.03398
10,45-6b5AKE.CNG.swc_1-CNG,5632.35,1,3,7,65.87,45.3741,35.38,1.05194,210.388,997.461,1541.35,80.7615,108.358,2,0.838937,162,0.666667,3.115,101.321,71.2371,1.06174
10,45-6b5AKE.CNG.swc_2-CNG,5632.35,1,4,9,52.63,137.06,31.74,1.36442,264.199,1395.12,1739.78,146.482,164.769,3,0.893498,200,0.75,3.9,89.583,99.5515,1.04114
10,45-6b5AKE.CNG.swc_3-CNG,5632.35,1,4,9,76.72,122.28,58.48,1.33632,411.088,1992.56,2030.54,139.477,176.503,3,0.889208,284,0.75,4.93,104.777,74.9837,1.04165
10,45-7a1AKE.CNG.swc_1-CNG,8798,1,3,7,78.14,87.25,55.37,1.46002,341.099,2004.9,2712.55,116.741,162.855,2,0.865158,251,0.666667,2.255,73.2636,41.011,1.06179
10,45-7a1AKE.CNG.swc_2-CNG,8798,1,4,9,132.88,120.2,69.95,1.3129,586.996,2915.13,3052.39,166.296,227.102,2,0.813635,468,0.25,4.04,76.3417,49.823,1.06547
10,45-7a1AKE.CNG.swc_3-CNG,8798,1,3,7,147.09,79.34,89.58,1.83309,441.02,3028.53,3555.06,187.358,258.843,2,0.8724,309,0.666667,2.7,95.1982,51.5362,1.04473
10,45-7a1AKE.CNG.swc_4-CNG,8798,1,3,7,57.98,64.46,62.04,1.28218,290.079,1664.88,2611.31,91.7892,123.659,2,0.871109,200,0.666667,0.94,79.4821,66.6009,1.04235
10,45-7b2AKE.CNG.swc_1-CNG,7362.29,1,3,7,109.82,103.69,72.04,1.03565,355.06,1645.54,2206.94,132.121,191.254,2,0.824115,283,0.666667,2.755,44.68,59.8007,1.0857
10,45-7b2AKE.CNG.swc_2-CNG,7362.29,1,2,5,43.06,133.43,28.78,1.1247,259.264,1329.15,2073.28,140.587,163.99,1,0.901395,206,0.5,1.88,74.3692,30.7117,1.03791
10,45-7b2AKE.CNG.swc_3-CNG,7362.29,1,9,19,157.23,188.58,67.27,0.992711,858.132,3029.52,2557.15,163.114,206.895,5,0.846059,715,0.547619,10.025,101.641,91.3819,1.05723
10,45-7b2AKE.CNG.swc_4-CNG,7362.29,1,2,5,72.68,66.6,48.71,1.1223,215.314,1162.76,2027.72,86.5716,171.617,1,0.855601,186,0.5,0,81.0307,97.0752,1.06547
10,46-6s1LNS.CNG.swc_1-CNG,10568.4,1,2,5,151.34,162.71,24.77,1.32782,416.36,2313.14,3274.23,206.467,244.642,1,0.916011,471,0.5,1.36,23.8846,64.5969,1.04013
10,46-6s1LNS.CNG.swc_2-CNG,10568.4,1,2,5,93.75,153.2,71.73,1.08494,322.912,1715.61,3028.06,184.361,235.593,1,0.895028,322,0.5,0.64,63.5007,56.6119,1.04541
10,46-6s1LNS.CNG.swc_3-CNG,10568.4,1,4,9,219.93,140.32,71.89,1.16502,601.474,2999.33,3630.19,201.256,253.511,2,0.883191,664,0.25,2.415,74.5239,59.7493,1.0347
10,46-6s1LNS.CNG.swc_4-CNG,10568.4,1,3,7,99.5,50.04,57.77,1.21898,268.16,1670.25,3030.7,114.723,161.572,2,0.844774,302,0.666667,1.19,63.6471,78.2037,1.05951
10,46-6s2LNS.CNG.swc_1-CNG,7435.8,1,6,13,158.09,97.24,86.74,1.33158,704.728,3530.18,3102.6,140.728,195.713,4,0.877205,735,0.583333,6.935,79.9158,64.4481,1.03283
10,46-6s2LNS.CNG.swc_2-CNG,7435.8,1,1,3,8.38,38.9434,42.83,2.16624,75.0658,871.125,1989.47,54.42,61.739,0,0.960484,61,1,0,0,0,1.04714
10,46-6s2LNS.CNG.swc_3-CNG,7435.8,1,4,9,48.09,79.15,51.13,1.11659,275.898,1436.27,2159.93,87.1484,106.652,2,0.840153,302,0.25,4.945,101.352,60.7857,1.04082
10,46-6s2LNS.CNG.swc_4-CNG,7435.8,1,5,11,165.05,214.13,61.82,1.30422,595.427,2928.16,2749.26,200.772,274.795,3,0.846604,630,0.466667,2.195,79.7647,57.3805,1.06768
10,46-7s3LNS.CNG.swc_1-CNG,6863.32,1,6,13,259.16,75.66,86.81,1.29917,646.176,3244.71,2827.64,176.898,285.696,3,0.807138,1177,0.5,5.455,84.8324,100.514,1.06755
10,46-7s3LNS.CNG.swc_2-CNG,6863.32,1,4,9,139.69,106.92,99.84,1.26211,470.427,2393.35,2447.33,152.114,233.606,3,0.853233,790,0.75,4.3,75.7974,97.7607,1.07126
10,46-7s4LNS.CNG.swc_1-CNG,21885.1,1,6,13,149.18,125.38,82.87,1.17545,718.54,3783.79,6421.13,136.997,197.135,3,0.790432,837,0.5,8.815,94.7123,65.1851,1.0818
10,46-7s4LNS.CNG.swc_2-CNG,21885.1,1,3,7,133.15,112.65,26.44,1.25372,450.411,2785.49,6047.82,154.326,191.181,2,0.879958,512,0.666667,0,83.4961,62.6661,1.04145
10,46-7s4LNS.CNG.swc_3-CNG,21885.1,1,2,5,184.95,79.23,45.15,1.39084,348.618,2476.15,5942.84,183.897,250.31,1,0.849439,388,0.5,2.42,103.432,83.658,1.04892
10,46-7s4LNS.CNG.swc_4-CNG,21885.1,1,7,15,107.78,110.55,79.23,1.29726,522.154,3123.66,6163.67,128.273,209.891,5,0.88202,553,0.642857,13.9,76.8886,79.8117,1.03808
10,46-7s4LNS.CNG.swc_5-CNG,21885.1,1,2,5,84.83,67.03,28.18,1.14372,228.001,1740.48,5632.89,90.9649,143.536,1,0.833699,214,0.5,0.79,93.8901,69.3468,1.08403
10,46-7s5LNS.CNG.swc_1-CNG,7797.99,1,4,9,196.48,170.69,69.24,0.973127,571.915,2374.53,2542.27,227.358,296.751,3,0.813669,1004,0.75,5.61,96.7079,88.4908,1.09155
10,46-7s5LNS.CNG.swc_2-CNG,7797.99,1,7,15,195.54,121.05,100.83,1.38624,753.552,3838.8,3300.1,204.579,236.003,4,0.826873,1139,0.571429,6.66,69.0687,60.0143,1.07273
10,46-7s5LNS.CNG.swc_3-CNG,7797.99,1,2,5,36.51,73.64,61.74,1.69911,186.578,1438.04,2314.6,92.8771,138.588,1,0.873143,238,0.5,1.725,132.062,75.4511,1.06973
10,47-7a1AKE.CNG.swc_1-CNG,7040.39,1,4,9,141.23,54.68,54.62,1.14808,479.98,2089.39,2227.27,159.477,203.764,2,0.869878,459,0.25,1.965,69.4391,72.7638,1.05216
10,47-7a1AKE.CNG.swc_2-CNG,7040.39,1,2,5,21.59,64.7231,15.06,1.20545,126.038,848.523,1839.02,60.7631,86.3488,1,0.871219,108,0.5,1.425,80.3482,10.2664,1.05666
10,47-7a1AKE.CNG.swc_3-CNG,7040.39,1,1,3,40.93,13.0863,14.15,1.79295,68.1498,688.158,1798.91,42.8314,55.0635,0,0.925952,47,1,0,0,0,1.05071
10,47-7a1AKE.CNG.swc_4-CNG,7040.39,1,1,3,46.8,68.4331,12.73,1.01582,159.319,878.759,1834.46,76.2039,146.233,0,0.764647,139,1,0,0,0,1.22802
10,47-7a5AKE.CNG.swc_1-CNG,13402.2,1,3,7,98.02,69.1,102.26,1.03831,382.944,1866.88,3621.45,103.601,175.915,2,0.843667,328,0.666667,2.71,79.6374,75.431,1.05308
10,47-7a5AKE.CNG.swc_2-CNG,13402.2,1,2,5,73.81,63.58,37.27,1.28393,192.189,1362.7,3511.58,97.6728,127.782,1,0.855413,154,0.5,1,70.7054,45.9837,1.07781
